 -0.77223E+01  0.00000E+00  0.40206E+05  0.32581E+02  0.15009E-04  0.10001E+01  0.62023E+01  0.16685E+05  0.31758E+04 -0.10426E+04  0.49717E+02
 -0.72868E+01  0.00000E+00  0.12062E+06  0.32580E+02  0.14833E-04  0.10001E+01  0.62023E+01  0.19502E+06 -0.10788E+04 -0.64631E+04  0.49326E+02
 -0.68575E+01  0.00000E+00  0.19989E+06  0.32577E+02  0.14725E-04  0.10000E+01  0.62022E+01  0.30529E+06 -0.38204E+04 -0.99329E+04  0.49045E+02
 -0.64417E+01  0.00000E+00  0.27666E+06  0.32575E+02  0.14711E-04  0.10000E+01  0.62020E+01  0.31381E+06 -0.57939E+04 -0.11284E+05  0.48942E+02
 -0.60415E+01  0.00000E+00  0.35057E+06  0.32572E+02  0.14867E-04  0.99998E+00  0.62019E+01  0.30944E+06 -0.12179E+05 -0.17788E+05  0.49161E+02
 -0.56577E+01  0.00000E+00  0.42143E+06  0.32571E+02  0.15209E-04  0.99996E+00  0.62018E+01  0.34744E+06 -0.37178E+05 -0.47551E+05  0.49685E+02
 -0.52910E+01  0.00000E+00  0.48913E+06  0.32570E+02  0.15869E-04  0.99996E+00  0.62018E+01  0.34461E+06 -0.78458E+05 -0.10602E+06  0.50320E+02
 -0.49417E+01  0.00000E+00  0.55363E+06  0.32571E+02  0.17143E-04  0.99996E+00  0.62018E+01  0.33388E+06 -0.83662E+05 -0.11481E+06  0.50703E+02
 -0.46098E+01  0.00000E+00  0.61492E+06  0.32571E+02  0.19180E-04  0.99997E+00  0.62018E+01  0.30831E+06 -0.60246E+05 -0.80410E+05  0.50799E+02
 -0.42951E+01  0.00000E+00  0.67303E+06  0.32571E+02  0.21981E-04  0.99996E+00  0.62018E+01  0.28465E+06 -0.49779E+05 -0.65852E+05  0.50827E+02
 -0.39974E+01  0.00000E+00  0.72801E+06  0.32569E+02  0.25681E-04  0.99995E+00  0.62017E+01  0.27329E+06 -0.44530E+05 -0.58278E+05  0.50847E+02
 -0.37163E+01  0.00000E+00  0.77992E+06  0.32567E+02  0.30507E-04  0.99993E+00  0.62016E+01  0.25094E+06 -0.39293E+05 -0.51244E+05  0.50864E+02
 -0.34513E+01  0.00000E+00  0.82886E+06  0.32564E+02  0.36767E-04  0.99990E+00  0.62015E+01  0.22858E+06 -0.35034E+05 -0.45560E+05  0.50875E+02
 -0.32019E+01  0.00000E+00  0.87491E+06  0.32560E+02  0.44875E-04  0.99986E+00  0.62013E+01  0.20685E+06 -0.31423E+05 -0.40763E+05  0.50874E+02
 -0.29676E+01  0.00000E+00  0.91817E+06  0.32555E+02  0.55384E-04  0.99981E+00  0.62010E+01  0.18610E+06 -0.28273E+05 -0.36585E+05  0.50863E+02
 -0.27478E+01  0.00000E+00  0.95877E+06  0.32548E+02  0.69027E-04  0.99975E+00  0.62007E+01  0.16659E+06 -0.25372E+05 -0.32757E+05  0.50844E+02
 -0.25418E+01  0.00000E+00  0.99679E+06  0.32540E+02  0.86755E-04  0.99966E+00  0.62002E+01  0.14848E+06 -0.22459E+05 -0.28929E+05  0.50817E+02
 -0.23492E+01  0.00000E+00  0.10324E+07  0.32528E+02  0.10978E-03  0.99955E+00  0.61997E+01  0.13185E+06 -0.19607E+05 -0.25185E+05  0.50774E+02
 -0.21691E+01  0.00000E+00  0.10656E+07  0.32514E+02  0.13969E-03  0.99941E+00  0.61989E+01  0.11672E+06 -0.17323E+05 -0.22191E+05  0.50716E+02
 -0.20011E+01  0.00000E+00  0.10967E+07  0.32495E+02  0.17853E-03  0.99922E+00  0.61980E+01  0.10308E+06 -0.15910E+05 -0.20346E+05  0.50642E+02
 -0.18444E+01  0.00000E+00  0.11256E+07  0.32470E+02  0.22898E-03  0.99899E+00  0.61967E+01  0.90869E+05 -0.14895E+05 -0.19050E+05  0.50563E+02
 -0.16986E+01  0.00000E+00  0.11525E+07  0.32438E+02  0.29441E-03  0.99870E+00  0.61952E+01  0.80016E+05 -0.13810E+05 -0.17682E+05  0.50486E+02
 -0.15629E+01  0.00000E+00  0.11776E+07  0.32397E+02  0.37901E-03  0.99832E+00  0.61933E+01  0.70428E+05 -0.12559E+05 -0.16093E+05  0.50415E+02
 -0.14369E+01  0.00000E+00  0.12008E+07  0.32345E+02  0.48787E-03  0.99785E+00  0.61908E+01  0.62006E+05 -0.11238E+05 -0.14398E+05  0.50349E+02
 -0.13199E+01  0.00000E+00  0.12224E+07  0.32278E+02  0.62697E-03  0.99725E+00  0.61877E+01  0.54648E+05 -0.99733E+04 -0.12764E+05  0.50289E+02
 -0.12114E+01  0.00000E+00  0.12425E+07  0.32193E+02  0.80314E-03  0.99650E+00  0.61838E+01  0.48251E+05 -0.88371E+04 -0.11291E+05  0.50233E+02
 -0.11109E+01  0.00000E+00  0.12610E+07  0.32087E+02  0.10238E-02  0.99554E+00  0.61788E+01  0.42715E+05 -0.78568E+04 -0.10018E+05  0.50178E+02
 -0.10179E+01  0.00000E+00  0.12782E+07  0.31954E+02  0.12972E-02  0.99429E+00  0.61723E+01  0.37942E+05 -0.70469E+04 -0.89677E+04  0.50132E+02
 -0.93185E+00  0.00000E+00  0.12941E+07  0.31791E+02  0.16318E-02  0.99260E+00  0.61635E+01  0.33838E+05 -0.63867E+04 -0.81104E+04  0.50101E+02
 -0.85238E+00  0.00000E+00  0.13088E+07  0.31593E+02  0.20360E-02  0.99037E+00  0.61519E+01  0.30316E+05 -0.58370E+04 -0.73927E+04  0.50087E+02
