     290    1  0.229E+00 0.153E+00 0.349E-01 0.784E-01 0.136E+00 0.562E-02 0.374E-01
     300    1  0.243E+00 0.159E+00 0.352E-01 0.849E-01 0.143E+00 0.595E-02 0.359E-01
     310    1  0.228E+00 0.157E+00 0.354E-01 0.829E-01 0.134E+00 0.685E-02 0.338E-01
     320    1  0.212E+00 0.150E+00 0.350E-01 0.687E-01 0.126E+00 0.764E-02 0.326E-01
     330    1  0.211E+00 0.148E+00 0.345E-01 0.691E-01 0.125E+00 0.799E-02 0.321E-01
     340    1  0.211E+00 0.149E+00 0.344E-01 0.691E-01 0.125E+00 0.807E-02 0.325E-01
     350    1  0.213E+00 0.150E+00 0.345E-01 0.709E-01 0.127E+00 0.779E-02 0.333E-01
     360    1  0.218E+00 0.152E+00 0.348E-01 0.749E-01 0.131E+00 0.715E-02 0.346E-01
     370    1  0.235E+00 0.157E+00 0.353E-01 0.831E-01 0.141E+00 0.643E-02 0.361E-01
     380    1  0.250E+00 0.162E+00 0.360E-01 0.901E-01 0.148E+00 0.643E-02 0.368E-01
     390    1  0.230E+00 0.154E+00 0.350E-01 0.783E-01 0.135E+00 0.728E-02 0.365E-01
     400    1  0.217E+00 0.149E+00 0.346E-01 0.710E-01 0.127E+00 0.854E-02 0.354E-01
     410    1  0.212E+00 0.149E+00 0.347E-01 0.703E-01 0.126E+00 0.882E-02 0.345E-01
     420    1  0.207E+00 0.149E+00 0.345E-01 0.672E-01 0.125E+00 0.802E-02 0.343E-01
     430    1  0.210E+00 0.148E+00 0.340E-01 0.677E-01 0.127E+00 0.684E-02 0.343E-01
     440    1  0.217E+00 0.148E+00 0.338E-01 0.726E-01 0.130E+00 0.593E-02 0.343E-01
     450    1  0.224E+00 0.151E+00 0.337E-01 0.767E-01 0.133E+00 0.575E-02 0.338E-01
     460    1  0.235E+00 0.156E+00 0.340E-01 0.842E-01 0.138E+00 0.612E-02 0.325E-01
     470    1  0.211E+00 0.151E+00 0.342E-01 0.740E-01 0.125E+00 0.695E-02 0.311E-01
     480    1  0.203E+00 0.146E+00 0.340E-01 0.666E-01 0.121E+00 0.752E-02 0.301E-01
     490    1  0.206E+00 0.146E+00 0.338E-01 0.700E-01 0.123E+00 0.764E-02 0.301E-01
     500    1  0.205E+00 0.146E+00 0.338E-01 0.676E-01 0.122E+00 0.756E-02 0.305E-01
     510    1  0.204E+00 0.147E+00 0.338E-01 0.683E-01 0.122E+00 0.742E-02 0.315E-01
     520    1  0.209E+00 0.148E+00 0.338E-01 0.706E-01 0.126E+00 0.711E-02 0.333E-01
     530    1  0.230E+00 0.153E+00 0.339E-01 0.808E-01 0.137E+00 0.670E-02 0.348E-01
     540    1  0.244E+00 0.158E+00 0.344E-01 0.879E-01 0.144E+00 0.664E-02 0.354E-01
     550    1  0.224E+00 0.152E+00 0.344E-01 0.780E-01 0.132E+00 0.733E-02 0.347E-01
     560    1  0.206E+00 0.146E+00 0.339E-01 0.688E-01 0.122E+00 0.848E-02 0.337E-01
     570    1  0.200E+00 0.146E+00 0.337E-01 0.663E-01 0.120E+00 0.853E-02 0.331E-01
     580    1  0.203E+00 0.146E+00 0.333E-01 0.677E-01 0.123E+00 0.765E-02 0.324E-01
     590    1  0.206E+00 0.145E+00 0.330E-01 0.688E-01 0.124E+00 0.653E-02 0.320E-01
     600    1  0.212E+00 0.145E+00 0.328E-01 0.706E-01 0.126E+00 0.588E-02 0.314E-01
     610    1  0.218E+00 0.148E+00 0.328E-01 0.759E-01 0.129E+00 0.586E-02 0.311E-01
     620    1  0.223E+00 0.152E+00 0.330E-01 0.803E-01 0.131E+00 0.633E-02 0.303E-01
     630    1  0.202E+00 0.147E+00 0.332E-01 0.721E-01 0.120E+00 0.708E-02 0.293E-01
     640    1  0.198E+00 0.143E+00 0.332E-01 0.667E-01 0.118E+00 0.743E-02 0.289E-01
     650    1  0.199E+00 0.143E+00 0.330E-01 0.681E-01 0.119E+00 0.736E-02 0.288E-01
     660    1  0.197E+00 0.144E+00 0.331E-01 0.662E-01 0.118E+00 0.717E-02 0.298E-01
     670    1  0.200E+00 0.144E+00 0.331E-01 0.666E-01 0.120E+00 0.713E-02 0.312E-01
     680    1  0.208E+00 0.147E+00 0.329E-01 0.726E-01 0.125E+00 0.706E-02 0.331E-01
     690    1  0.226E+00 0.151E+00 0.327E-01 0.788E-01 0.135E+00 0.689E-02 0.343E-01
     700    1  0.232E+00 0.152E+00 0.331E-01 0.823E-01 0.137E+00 0.687E-02 0.344E-01
     710    1  0.218E+00 0.149E+00 0.339E-01 0.773E-01 0.128E+00 0.747E-02 0.339E-01
     720    1  0.199E+00 0.144E+00 0.332E-01 0.687E-01 0.118E+00 0.843E-02 0.332E-01
     730    1  0.196E+00 0.144E+00 0.328E-01 0.669E-01 0.118E+00 0.824E-02 0.329E-01
     740    1  0.198E+00 0.144E+00 0.325E-01 0.660E-01 0.120E+00 0.726E-02 0.323E-01
     750    1  0.203E+00 0.143E+00 0.323E-01 0.685E-01 0.122E+00 0.626E-02 0.319E-01
     760    1  0.207E+00 0.143E+00 0.321E-01 0.693E-01 0.124E+00 0.587E-02 0.316E-01
     770    1  0.218E+00 0.147E+00 0.321E-01 0.777E-01 0.129E+00 0.599E-02 0.314E-01
     780    1  0.212E+00 0.149E+00 0.322E-01 0.779E-01 0.125E+00 0.655E-02 0.310E-01
     790    1  0.193E+00 0.142E+00 0.324E-01 0.672E-01 0.115E+00 0.718E-02 0.303E-01
     800    1  0.193E+00 0.141E+00 0.326E-01 0.673E-01 0.116E+00 0.732E-02 0.301E-01
     810    1  0.196E+00 0.141E+00 0.325E-01 0.672E-01 0.117E+00 0.709E-02 0.302E-01
     820    1  0.196E+00 0.142E+00 0.325E-01 0.675E-01 0.117E+00 0.685E-02 0.312E-01
     830    1  0.198E+00 0.142E+00 0.324E-01 0.664E-01 0.119E+00 0.689E-02 0.327E-01
     840    1  0.207E+00 0.145E+00 0.321E-01 0.718E-01 0.124E+00 0.701E-02 0.342E-01
     850    1  0.223E+00 0.149E+00 0.319E-01 0.782E-01 0.132E+00 0.704E-02 0.349E-01
     860    1  0.224E+00 0.148E+00 0.321E-01 0.782E-01 0.132E+00 0.707E-02 0.346E-01
     870    1  0.216E+00 0.147E+00 0.332E-01 0.780E-01 0.127E+00 0.765E-02 0.340E-01
     880    1  0.193E+00 0.142E+00 0.326E-01 0.679E-01 0.115E+00 0.833E-02 0.335E-01
     890    1  0.194E+00 0.142E+00 0.320E-01 0.665E-01 0.117E+00 0.789E-02 0.332E-01
     900    1  0.196E+00 0.141E+00 0.318E-01 0.667E-01 0.119E+00 0.686E-02 0.327E-01
     910    1  0.201E+00 0.141E+00 0.315E-01 0.686E-01 0.121E+00 0.605E-02 0.320E-01
     920    1  0.206E+00 0.141E+00 0.312E-01 0.700E-01 0.122E+00 0.588E-02 0.316E-01
     930    1  0.214E+00 0.145E+00 0.312E-01 0.770E-01 0.126E+00 0.615E-02 0.311E-01
     940    1  0.204E+00 0.145E+00 0.312E-01 0.758E-01 0.120E+00 0.677E-02 0.307E-01
     950    1  0.190E+00 0.139E+00 0.315E-01 0.661E-01 0.113E+00 0.725E-02 0.302E-01
     960    1  0.191E+00 0.139E+00 0.317E-01 0.681E-01 0.114E+00 0.719E-02 0.299E-01
     970    1  0.192E+00 0.139E+00 0.318E-01 0.666E-01 0.115E+00 0.683E-02 0.301E-01
     980    1  0.192E+00 0.140E+00 0.317E-01 0.662E-01 0.115E+00 0.658E-02 0.311E-01
     990    1  0.197E+00 0.141E+00 0.316E-01 0.684E-01 0.118E+00 0.671E-02 0.327E-01
    1000    1  0.211E+00 0.145E+00 0.312E-01 0.742E-01 0.126E+00 0.699E-02 0.337E-01
    1010    1  0.219E+00 0.146E+00 0.308E-01 0.765E-01 0.130E+00 0.719E-02 0.339E-01
    1020    1  0.213E+00 0.143E+00 0.310E-01 0.737E-01 0.126E+00 0.733E-02 0.332E-01
    1030    1  0.212E+00 0.145E+00 0.323E-01 0.775E-01 0.125E+00 0.783E-02 0.326E-01
    1040    1  0.189E+00 0.141E+00 0.318E-01 0.687E-01 0.113E+00 0.818E-02 0.322E-01
    1050    1  0.193E+00 0.140E+00 0.312E-01 0.679E-01 0.116E+00 0.750E-02 0.318E-01
    1060    1  0.195E+00 0.139E+00 0.310E-01 0.665E-01 0.118E+00 0.649E-02 0.311E-01
    1070    1  0.199E+00 0.138E+00 0.307E-01 0.680E-01 0.119E+00 0.589E-02 0.303E-01
    1080    1  0.204E+00 0.139E+00 0.304E-01 0.715E-01 0.121E+00 0.593E-02 0.297E-01
    1090    1  0.211E+00 0.143E+00 0.304E-01 0.774E-01 0.124E+00 0.634E-02 0.289E-01
    1100    1  0.193E+00 0.140E+00 0.303E-01 0.718E-01 0.115E+00 0.696E-02 0.284E-01
    1110    1  0.183E+00 0.136E+00 0.307E-01 0.645E-01 0.110E+00 0.727E-02 0.278E-01
    1120    1  0.189E+00 0.137E+00 0.311E-01 0.693E-01 0.113E+00 0.703E-02 0.276E-01
    1130    1  0.190E+00 0.138E+00 0.312E-01 0.671E-01 0.114E+00 0.658E-02 0.280E-01
    1140    1  0.191E+00 0.138E+00 0.311E-01 0.677E-01 0.114E+00 0.636E-02 0.291E-01
    1150    1  0.195E+00 0.139E+00 0.309E-01 0.681E-01 0.117E+00 0.657E-02 0.308E-01
    1160    1  0.211E+00 0.143E+00 0.306E-01 0.743E-01 0.126E+00 0.699E-02 0.316E-01
    1170    1  0.215E+00 0.143E+00 0.301E-01 0.760E-01 0.127E+00 0.733E-02 0.316E-01
    1180    1  0.208E+00 0.139E+00 0.303E-01 0.720E-01 0.122E+00 0.761E-02 0.309E-01
    1190    1  0.208E+00 0.142E+00 0.315E-01 0.768E-01 0.123E+00 0.795E-02 0.304E-01
    1200    1  0.185E+00 0.139E+00 0.313E-01 0.685E-01 0.112E+00 0.796E-02 0.301E-01
    1210    1  0.190E+00 0.137E+00 0.307E-01 0.670E-01 0.115E+00 0.711E-02 0.297E-01
    1220    1  0.193E+00 0.137E+00 0.304E-01 0.679E-01 0.116E+00 0.616E-02 0.292E-01
    1230    1  0.197E+00 0.136E+00 0.301E-01 0.687E-01 0.118E+00 0.579E-02 0.283E-01
    1240    1  0.203E+00 0.138E+00 0.298E-01 0.718E-01 0.120E+00 0.600E-02 0.276E-01
    1250    1  0.202E+00 0.140E+00 0.296E-01 0.741E-01 0.119E+00 0.653E-02 0.269E-01
    1260    1  0.186E+00 0.136E+00 0.295E-01 0.689E-01 0.110E+00 0.712E-02 0.264E-01
    1270    1  0.181E+00 0.133E+00 0.299E-01 0.653E-01 0.109E+00 0.726E-02 0.260E-01
    1280    1  0.187E+00 0.135E+00 0.305E-01 0.688E-01 0.112E+00 0.686E-02 0.259E-01
    1290    1  0.186E+00 0.136E+00 0.306E-01 0.663E-01 0.111E+00 0.634E-02 0.266E-01
    1300    1  0.187E+00 0.136E+00 0.304E-01 0.659E-01 0.112E+00 0.618E-02 0.279E-01
    1310    1  0.198E+00 0.139E+00 0.302E-01 0.717E-01 0.119E+00 0.645E-02 0.296E-01
    1320    1  0.212E+00 0.142E+00 0.299E-01 0.752E-01 0.126E+00 0.701E-02 0.303E-01
    1330    1  0.209E+00 0.140E+00 0.294E-01 0.734E-01 0.123E+00 0.746E-02 0.300E-01
    1340    1  0.197E+00 0.136E+00 0.295E-01 0.679E-01 0.116E+00 0.786E-02 0.295E-01
    1350    1  0.201E+00 0.139E+00 0.307E-01 0.740E-01 0.120E+00 0.800E-02 0.291E-01
    1360    1  0.185E+00 0.138E+00 0.308E-01 0.715E-01 0.112E+00 0.769E-02 0.291E-01
    1370    1  0.189E+00 0.135E+00 0.300E-01 0.670E-01 0.114E+00 0.673E-02 0.288E-01
    1380    1  0.191E+00 0.135E+00 0.297E-01 0.679E-01 0.115E+00 0.589E-02 0.282E-01
    1390    1  0.194E+00 0.134E+00 0.293E-01 0.668E-01 0.116E+00 0.572E-02 0.275E-01
    1400    1  0.202E+00 0.136E+00 0.291E-01 0.728E-01 0.119E+00 0.610E-02 0.267E-01
    1410    1  0.196E+00 0.137E+00 0.290E-01 0.736E-01 0.116E+00 0.671E-02 0.263E-01
    1420    1  0.180E+00 0.132E+00 0.288E-01 0.659E-01 0.107E+00 0.723E-02 0.259E-01
    1430    1  0.176E+00 0.131E+00 0.295E-01 0.649E-01 0.106E+00 0.721E-02 0.257E-01
    1440    1  0.183E+00 0.133E+00 0.302E-01 0.670E-01 0.110E+00 0.668E-02 0.259E-01
    1450    1  0.186E+00 0.134E+00 0.304E-01 0.681E-01 0.111E+00 0.611E-02 0.267E-01
    1460    1  0.188E+00 0.135E+00 0.302E-01 0.681E-01 0.112E+00 0.601E-02 0.282E-01
    1470    1  0.201E+00 0.138E+00 0.300E-01 0.718E-01 0.119E+00 0.637E-02 0.296E-01
    1480    1  0.209E+00 0.140E+00 0.295E-01 0.743E-01 0.123E+00 0.707E-02 0.303E-01
    1490    1  0.203E+00 0.137E+00 0.289E-01 0.699E-01 0.119E+00 0.763E-02 0.300E-01
    1500    1  0.194E+00 0.133E+00 0.289E-01 0.683E-01 0.114E+00 0.807E-02 0.296E-01
    1510    1  0.198E+00 0.137E+00 0.300E-01 0.732E-01 0.118E+00 0.798E-02 0.295E-01
    1520    1  0.185E+00 0.136E+00 0.304E-01 0.717E-01 0.112E+00 0.740E-02 0.294E-01
    1530    1  0.188E+00 0.134E+00 0.294E-01 0.669E-01 0.113E+00 0.638E-02 0.292E-01
    1540    1  0.192E+00 0.133E+00 0.290E-01 0.678E-01 0.115E+00 0.568E-02 0.285E-01
    1550    1  0.197E+00 0.134E+00 0.286E-01 0.705E-01 0.117E+00 0.571E-02 0.277E-01
    1560    1  0.201E+00 0.135E+00 0.284E-01 0.719E-01 0.118E+00 0.623E-02 0.271E-01
    1570    1  0.191E+00 0.134E+00 0.281E-01 0.708E-01 0.112E+00 0.689E-02 0.266E-01
    1580    1  0.174E+00 0.129E+00 0.281E-01 0.641E-01 0.104E+00 0.731E-02 0.264E-01
    1590    1  0.177E+00 0.129E+00 0.287E-01 0.652E-01 0.106E+00 0.714E-02 0.261E-01
    1600    1  0.183E+00 0.132E+00 0.296E-01 0.688E-01 0.109E+00 0.650E-02 0.265E-01
    1610    1  0.185E+00 0.133E+00 0.297E-01 0.664E-01 0.111E+00 0.591E-02 0.272E-01
    1620    1  0.188E+00 0.134E+00 0.294E-01 0.692E-01 0.113E+00 0.588E-02 0.286E-01
    1630    1  0.203E+00 0.137E+00 0.291E-01 0.729E-01 0.120E+00 0.634E-02 0.299E-01
    1640    1  0.211E+00 0.138E+00 0.286E-01 0.750E-01 0.124E+00 0.714E-02 0.302E-01
    1650    1  0.199E+00 0.134E+00 0.280E-01 0.683E-01 0.116E+00 0.787E-02 0.300E-01
    1660    1  0.187E+00 0.130E+00 0.280E-01 0.649E-01 0.111E+00 0.821E-02 0.296E-01
    1670    1  0.195E+00 0.135E+00 0.291E-01 0.730E-01 0.117E+00 0.790E-02 0.296E-01
    1680    1  0.185E+00 0.135E+00 0.298E-01 0.723E-01 0.112E+00 0.709E-02 0.296E-01
    1690    1  0.189E+00 0.132E+00 0.287E-01 0.693E-01 0.114E+00 0.605E-02 0.292E-01
    1700    1  0.191E+00 0.132E+00 0.284E-01 0.673E-01 0.114E+00 0.553E-02 0.285E-01
    1710    1  0.195E+00 0.132E+00 0.280E-01 0.688E-01 0.115E+00 0.572E-02 0.276E-01
    1720    1  0.196E+00 0.133E+00 0.277E-01 0.723E-01 0.115E+00 0.636E-02 0.270E-01
    1730    1  0.187E+00 0.131E+00 0.274E-01 0.682E-01 0.110E+00 0.703E-02 0.265E-01
    1740    1  0.171E+00 0.127E+00 0.273E-01 0.648E-01 0.102E+00 0.735E-02 0.262E-01
    1750    1  0.175E+00 0.127E+00 0.281E-01 0.646E-01 0.105E+00 0.705E-02 0.259E-01
    1760    1  0.183E+00 0.131E+00 0.290E-01 0.682E-01 0.109E+00 0.632E-02 0.260E-01
    1770    1  0.184E+00 0.132E+00 0.290E-01 0.683E-01 0.110E+00 0.572E-02 0.269E-01
    1780    1  0.192E+00 0.133E+00 0.287E-01 0.702E-01 0.114E+00 0.577E-02 0.280E-01
    1790    1  0.203E+00 0.136E+00 0.284E-01 0.740E-01 0.120E+00 0.635E-02 0.292E-01
    1800    1  0.205E+00 0.135E+00 0.279E-01 0.722E-01 0.120E+00 0.722E-02 0.294E-01
    1810    1  0.195E+00 0.131E+00 0.274E-01 0.679E-01 0.114E+00 0.809E-02 0.290E-01
    1820    1  0.183E+00 0.128E+00 0.274E-01 0.640E-01 0.109E+00 0.830E-02 0.288E-01
    1830    1  0.194E+00 0.133E+00 0.284E-01 0.728E-01 0.116E+00 0.777E-02 0.286E-01
    1840    1  0.185E+00 0.134E+00 0.293E-01 0.731E-01 0.112E+00 0.678E-02 0.286E-01
    1850    1  0.185E+00 0.130E+00 0.281E-01 0.663E-01 0.112E+00 0.577E-02 0.280E-01
    1860    1  0.191E+00 0.130E+00 0.278E-01 0.700E-01 0.114E+00 0.541E-02 0.272E-01
    1870    1  0.196E+00 0.131E+00 0.274E-01 0.696E-01 0.116E+00 0.576E-02 0.262E-01
    1880    1  0.193E+00 0.131E+00 0.271E-01 0.716E-01 0.113E+00 0.651E-02 0.255E-01
    1890    1  0.181E+00 0.128E+00 0.267E-01 0.661E-01 0.106E+00 0.716E-02 0.251E-01
    1900    1  0.166E+00 0.124E+00 0.267E-01 0.620E-01 0.995E-01 0.737E-02 0.246E-01
    1910    1  0.171E+00 0.126E+00 0.275E-01 0.655E-01 0.103E+00 0.695E-02 0.244E-01
    1920    1  0.181E+00 0.129E+00 0.285E-01 0.681E-01 0.108E+00 0.616E-02 0.244E-01
    1930    1  0.184E+00 0.130E+00 0.285E-01 0.694E-01 0.110E+00 0.555E-02 0.252E-01
    1940    1  0.191E+00 0.132E+00 0.282E-01 0.704E-01 0.114E+00 0.568E-02 0.265E-01
    1950    1  0.203E+00 0.135E+00 0.279E-01 0.741E-01 0.120E+00 0.638E-02 0.274E-01
    1960    1  0.202E+00 0.133E+00 0.273E-01 0.713E-01 0.118E+00 0.733E-02 0.276E-01
    1970    1  0.189E+00 0.129E+00 0.268E-01 0.653E-01 0.111E+00 0.826E-02 0.272E-01
    1980    1  0.178E+00 0.126E+00 0.268E-01 0.638E-01 0.106E+00 0.835E-02 0.272E-01
    1990    1  0.189E+00 0.131E+00 0.278E-01 0.707E-01 0.114E+00 0.762E-02 0.273E-01
    2000    1  0.186E+00 0.133E+00 0.288E-01 0.746E-01 0.112E+00 0.648E-02 0.273E-01
    2010    1  0.185E+00 0.129E+00 0.277E-01 0.677E-01 0.111E+00 0.553E-02 0.268E-01
    2020    1  0.190E+00 0.129E+00 0.273E-01 0.687E-01 0.113E+00 0.532E-02 0.259E-01
    2030    1  0.192E+00 0.130E+00 0.269E-01 0.694E-01 0.113E+00 0.582E-02 0.250E-01
    2040    1  0.186E+00 0.128E+00 0.265E-01 0.679E-01 0.109E+00 0.664E-02 0.244E-01
    2050    1  0.177E+00 0.125E+00 0.262E-01 0.661E-01 0.104E+00 0.725E-02 0.242E-01
    2060    1  0.164E+00 0.122E+00 0.262E-01 0.619E-01 0.980E-01 0.737E-02 0.239E-01
    2070    1  0.170E+00 0.124E+00 0.271E-01 0.651E-01 0.103E+00 0.684E-02 0.236E-01
    2080    1  0.178E+00 0.128E+00 0.281E-01 0.673E-01 0.107E+00 0.600E-02 0.239E-01
    2090    1  0.184E+00 0.129E+00 0.282E-01 0.694E-01 0.110E+00 0.539E-02 0.247E-01
    2100    1  0.196E+00 0.132E+00 0.280E-01 0.729E-01 0.116E+00 0.562E-02 0.259E-01
    2110    1  0.202E+00 0.133E+00 0.276E-01 0.735E-01 0.119E+00 0.642E-02 0.269E-01
    2120    1  0.199E+00 0.131E+00 0.271E-01 0.702E-01 0.116E+00 0.748E-02 0.270E-01
    2130    1  0.184E+00 0.126E+00 0.268E-01 0.632E-01 0.108E+00 0.838E-02 0.268E-01
    2140    1  0.175E+00 0.124E+00 0.268E-01 0.625E-01 0.104E+00 0.835E-02 0.269E-01
    2150    1  0.189E+00 0.129E+00 0.278E-01 0.715E-01 0.114E+00 0.744E-02 0.272E-01
    2160    1  0.187E+00 0.131E+00 0.288E-01 0.740E-01 0.113E+00 0.619E-02 0.273E-01
    2170    1  0.184E+00 0.127E+00 0.277E-01 0.672E-01 0.110E+00 0.533E-02 0.267E-01
    2180    1  0.191E+00 0.127E+00 0.272E-01 0.688E-01 0.113E+00 0.526E-02 0.258E-01
    2190    1  0.193E+00 0.128E+00 0.267E-01 0.694E-01 0.113E+00 0.590E-02 0.250E-01
    2200    1  0.185E+00 0.126E+00 0.261E-01 0.676E-01 0.108E+00 0.676E-02 0.247E-01
    2210    1  0.175E+00 0.123E+00 0.257E-01 0.634E-01 0.103E+00 0.732E-02 0.247E-01
    2220    1  0.162E+00 0.120E+00 0.257E-01 0.604E-01 0.967E-01 0.734E-02 0.246E-01
    2230    1  0.169E+00 0.123E+00 0.265E-01 0.645E-01 0.102E+00 0.673E-02 0.245E-01
    2240    1  0.181E+00 0.127E+00 0.275E-01 0.684E-01 0.108E+00 0.585E-02 0.246E-01
    2250    1  0.187E+00 0.129E+00 0.275E-01 0.707E-01 0.111E+00 0.525E-02 0.255E-01
    2260    1  0.197E+00 0.131E+00 0.272E-01 0.719E-01 0.117E+00 0.559E-02 0.266E-01
    2270    1  0.200E+00 0.131E+00 0.267E-01 0.724E-01 0.117E+00 0.648E-02 0.274E-01
    2280    1  0.196E+00 0.129E+00 0.262E-01 0.678E-01 0.114E+00 0.766E-02 0.275E-01
    2290    1  0.183E+00 0.125E+00 0.259E-01 0.640E-01 0.107E+00 0.846E-02 0.273E-01
    2300    1  0.173E+00 0.123E+00 0.259E-01 0.618E-01 0.104E+00 0.831E-02 0.277E-01
    2310    1  0.186E+00 0.127E+00 0.268E-01 0.693E-01 0.112E+00 0.726E-02 0.279E-01
    2320    1  0.188E+00 0.130E+00 0.279E-01 0.751E-01 0.113E+00 0.593E-02 0.281E-01
    2330    1  0.183E+00 0.126E+00 0.269E-01 0.663E-01 0.110E+00 0.517E-02 0.275E-01
    2340    1  0.191E+00 0.127E+00 0.264E-01 0.702E-01 0.113E+00 0.522E-02 0.265E-01
    2350    1  0.187E+00 0.127E+00 0.259E-01 0.677E-01 0.110E+00 0.599E-02 0.257E-01
    2360    1  0.180E+00 0.124E+00 0.254E-01 0.651E-01 0.106E+00 0.687E-02 0.253E-01
    2370    1  0.170E+00 0.121E+00 0.251E-01 0.635E-01 0.100E+00 0.736E-02 0.256E-01
    2380    1  0.159E+00 0.118E+00 0.251E-01 0.591E-01 0.950E-01 0.730E-02 0.253E-01
    2390    1  0.167E+00 0.122E+00 0.260E-01 0.656E-01 0.101E+00 0.662E-02 0.251E-01
    2400    1  0.177E+00 0.126E+00 0.271E-01 0.667E-01 0.106E+00 0.570E-02 0.252E-01
    2410    1  0.187E+00 0.129E+00 0.272E-01 0.727E-01 0.112E+00 0.513E-02 0.257E-01
    2420    1  0.197E+00 0.131E+00 0.268E-01 0.725E-01 0.116E+00 0.558E-02 0.266E-01
    2430    1  0.197E+00 0.129E+00 0.262E-01 0.710E-01 0.115E+00 0.654E-02 0.270E-01
    2440    1  0.191E+00 0.127E+00 0.258E-01 0.680E-01 0.111E+00 0.782E-02 0.272E-01
    2450    1  0.178E+00 0.123E+00 0.255E-01 0.608E-01 0.105E+00 0.848E-02 0.270E-01
    2460    1  0.170E+00 0.122E+00 0.255E-01 0.624E-01 0.102E+00 0.824E-02 0.274E-01
    2470    1  0.183E+00 0.126E+00 0.262E-01 0.688E-01 0.111E+00 0.708E-02 0.277E-01
    2480    1  0.190E+00 0.129E+00 0.274E-01 0.754E-01 0.114E+00 0.569E-02 0.277E-01
    2490    1  0.181E+00 0.125E+00 0.266E-01 0.668E-01 0.108E+00 0.503E-02 0.271E-01
    2500    1  0.191E+00 0.126E+00 0.260E-01 0.703E-01 0.112E+00 0.520E-02 0.258E-01
    2510    1  0.184E+00 0.125E+00 0.255E-01 0.672E-01 0.108E+00 0.608E-02 0.252E-01
    2520    1  0.176E+00 0.121E+00 0.249E-01 0.632E-01 0.103E+00 0.695E-02 0.249E-01
    2530    1  0.169E+00 0.119E+00 0.246E-01 0.643E-01 0.991E-01 0.739E-02 0.252E-01
    2540    1  0.158E+00 0.116E+00 0.246E-01 0.587E-01 0.941E-01 0.725E-02 0.251E-01
    2550    1  0.165E+00 0.120E+00 0.255E-01 0.653E-01 0.995E-01 0.651E-02 0.248E-01
    2560    1  0.178E+00 0.125E+00 0.266E-01 0.685E-01 0.107E+00 0.557E-02 0.248E-01
