 -0.794000000000000E+01  0.191224979301574E+01
 -0.750452078065475E+01  0.191242965352939E+01
 -0.706904156130951E+01  0.191244976218326E+01
 -0.664590149763468E+01  0.191250450229581E+01
 -0.623755855734009E+01  0.191232460445008E+01
 -0.584535387966252E+01  0.191208604711478E+01
 -0.547004921923741E+01  0.190960229974190E+01
 -0.511203392190140E+01  0.187859192388184E+01
 -0.477143425405442E+01  0.179273150420817E+01
 -0.444818142060604E+01  0.168382932538767E+01
 -0.414205830698370E+01  0.156476557097290E+01
 -0.385273375187874E+01  0.144118172797886E+01
 -0.357978880168995E+01  0.131706322229723E+01
 -0.332273743622395E+01  0.119534526722892E+01
 -0.308104327175980E+01  0.107821903031771E+01
 -0.285413321229137E+01  0.967323041119723E+00
 -0.264140870868248E+01  0.863773874810925E+00
 -0.244225509463882E+01  0.768224427063992E+00
 -0.225604934581421E+01  0.680954666480063E+00
 -0.208216652638774E+01  0.601958286498348E+00
 -0.191998513061730E+01  0.531017203053285E+00
 -0.176889148617838E+01  0.467763131133042E+00
 -0.162828335607500E+01  0.411727322432016E+00
 -0.149757285315278E+01  0.362379969896531E+00
 -0.137618876355962E+01  0.319160810420927E+00
 -0.126357836144509E+01  0.281502358772264E+00
 -0.115920878579087E+01  0.248846943268758E+00
 -0.106256804085513E+01  0.220652551410262E+00
 -0.973165673823085E+00  0.196387750080677E+00
 -0.890533176550693E+00  0.175545201768281E+00
 -0.814224152526221E+00  0.157667373294649E+00
 -0.743814285175233E+00  0.142350371330644E+00
 -0.678901139264711E+00  0.129240539921993E+00
 -0.619103823318524E+00  0.118029549824727E+00
 -0.564062537559758E+00  0.108449428142559E+00
 -0.513438028882572E+00  0.100267894804813E+00
 -0.466910971676849E+00  0.932840931458006E-01
 -0.424181290941739E+00  0.873247255894318E-01
 -0.384967441995087E+00  0.822405818629837E-01
 -0.349005659186064E+00  0.779034383007581E-01
 -0.316049184323453E+00  0.742033028399396E-01
 -0.285867484020877E+00  0.710459937972772E-01
 -0.258245463814272E+00  0.683540381684906E-01
 -0.232982685709712E+00  0.660730666456830E-01
 -0.209892594756828E+00  0.641674988291512E-01
 -0.188801759301417E+00  0.626032204688234E-01
 -0.169549128738731E+00  0.613439227589692E-01
 -0.151985311855735E+00  0.603523201524248E-01
 -0.135971878206596E+00  0.595918490678946E-01
 -0.121380684402211E+00  0.590279509826840E-01
 -0.108093226703431E+00  0.586288694017778E-01
 -0.960000208817496E-01  0.583660583723865E-01
 -0.850000099436903E-01  0.582143126441290E-01
 -0.750000000000000E-01  0.581529120483170E-01
 -0.649999990946126E-01  0.581738290403367E-01
 -0.539999980986865E-01  0.582911183134264E-01
 -0.419205720487719E-01  0.585338152656303E-01
 -0.286781334172424E-01  0.589413236604471E-01
 -0.141849114861575E-01  0.595640380424472E-01
  0.165104986066063E-02  0.603563358432042E-01
  0.189258748778618E-01  0.615867972009791E-01
  0.377398182820021E-01  0.632698544791707E-01
  0.581972063227823E-01  0.655290233723870E-01
  0.804063558930179E-01  0.684836962445858E-01
  0.104479471106246E+00  0.721647611856374E-01
  0.130532516919379E+00  0.765464665314713E-01
  0.158685069535565E+00  0.815402514145404E-01
  0.189060143487973E+00  0.869939924749916E-01
  0.221783995477013E+00  0.928578453027372E-01
  0.256985905209840E+00  0.991534158713034E-01
  0.294797933670164E+00  0.105903692301951E+00
  0.335354659426417E+00  0.113132687884995E+00
  0.378792893765557E+00  0.120865623344125E+00
  0.425251375616088E+00  0.129129158714796E+00
  0.474870447395529E+00  0.137951105990159E+00
  0.527791713082669E+00  0.147357286368000E+00
  0.584157679971693E+00  0.157372591724754E+00
  0.644111385712001E+00  0.168021986960938E+00
  0.707796012372635E+00  0.179330450180940E+00
  0.775354489392273E+00  0.191322910776726E+00
  0.846929087383355E+00  0.204024188010608E+00
  0.922661004851005E+00  0.217458930702920E+00
  0.100268994996301E+01  0.231651558646221E+00
  0.108715371956538E+01  0.246626206376726E+00
  0.117618777767860E+01  0.262406669935556E+00
  0.126992483573172E+01  0.279016357246634E+00
  0.136849443679548E+01  0.296478242724407E+00
  0.147202254606118E+01  0.314814826702678E+00
  0.158063114977930E+01  0.334048100245726E+00
  0.169443786482193E+01  0.354199515864554E+00
  0.181355556096563E+01  0.375289964614642E+00
  0.193809199790827E+01  0.397339759997405E+00
  0.206814947893437E+01  0.420368629026082E+00
  0.220382452303122E+01  0.444395710748535E+00
  0.234520755713216E+01  0.469439562445254E+00
  0.249238263002639E+01  0.495518173641586E+00
  0.264542714932766E+01  0.522648987989734E+00
  0.280441164273832E+01  0.550848932989603E+00
  0.296939954468288E+01  0.580134457429249E+00
  0.314044700921673E+01  0.610520826138019E+00
  0.331760274994448E+01  0.642012456382242E+00
  0.350090790750793E+01  0.674603457958453E+00
  0.369039594502952E+01  0.708283298902847E+00
  0.388609257172343E+01  0.743036619817957E+00
  0.408801569471526E+01  0.778842915818759E+00
  0.429617539894409E+01  0.815676221952947E+00
  0.451057395485839E+01  0.853479456166689E+00
  0.473120585346133E+01  0.891971036170185E+00
  0.495805786811288E+01  0.930714254290053E+00
  0.519110914235562E+01  0.969354789219395E+00
  0.543033130290091E+01  0.100779669120075E+01
  0.567568859679110E+01  0.104597784579712E+01
  0.592713805164341E+01  0.108383937498602E+01
  0.618462965778227E+01  0.112132620705053E+01
  0.644810657097924E+01  0.115838763621164E+01
  0.671750533444416E+01  0.119497786762137E+01
  0.699275611864683E+01  0.123105699134856E+01
  0.727378297749678E+01  0.126659722738617E+01
  0.756050411936803E+01  0.130158251756487E+01
  0.785283219142678E+01  0.133600514925441E+01
  0.815067457570255E+01  0.136986611078790E+01
  0.845393369533588E+01  0.140317547859783E+01
  0.876250732943947E+01  0.143593051735011E+01
  0.907628893502275E+01  0.146806626742138E+01
  0.939516797445197E+01  0.149950494281973E+01
  0.971903024694939E+01  0.153016836895718E+01
  0.100477582226734E+02  0.155997815149437E+01
  0.103812313779683E+02  0.158886364603982E+01
  0.107193265304231E+02  0.161679296057443E+01
  0.110619181724401E+02  0.164374975749922E+01
  0.114088788020735E+02  0.166972273141504E+01
  0.117600792499687E+02  0.169470567165735E+01
  0.121153890013011E+02  0.171869750158375E+01
  0.124746765116906E+02  0.174170229337462E+01
  0.128378095161396E+02  0.176372925911692E+01
  0.132046553301223E+02  0.178479271910577E+01
  0.135750811420300E+02  0.180491204844592E+01
  0.139489542962567E+02  0.182411142713629E+01
  0.143261425662841E+02  0.184240108550282E+01
  0.147065144172060E+02  0.185975943735587E+01
  0.150899392572045E+02  0.187616290831494E+01
  0.154762876775656E+02  0.189158969215437E+01
  0.158654316808943E+02  0.190601974792634E+01
  0.162572448972562E+02  0.191943479024442E+01
  0.166516027880401E+02  0.193181827311229E+01
  0.170483828374008E+02  0.194315536770248E+01
  0.174474647311969E+02  0.195343293450618E+01
  0.178487305233999E+02  0.196263949028668E+01
  0.182520647899989E+02  0.197076517027658E+01
  0.186573547704782E+02  0.197780168606273E+01
  0.190644904969857E+02  0.198374227960323E+01
  0.194733649113563E+02  0.198858259452025E+01
  0.198838739701863E+02  0.199237011554997E+01
  0.202959167381932E+02  0.199523055318778E+01
  0.207093954701209E+02  0.199729984273859E+01
  0.211242156814789E+02  0.199871772074626E+01
  0.215402862084225E+02  0.199962738983146E+01
  0.219575192571045E+02  0.200000000000000E+01
  0.223758304428376E+02  0.200000000000000E+01
  0.227951388194229E+02  0.200000000000000E+01
  0.232153668990038E+02  0.200000000000000E+01
  0.236364406628130E+02  0.200000000000000E+01
  0.240582895631784E+02  0.200000000000000E+01
  0.244808465171531E+02  0.200000000000000E+01
  0.249040478921316E+02  0.200000000000000E+01
  0.253278334838044E+02  0.200000000000000E+01
  0.257521464867940E+02  0.200000000000000E+01
  0.261769334583024E+02  0.200000000000000E+01
  0.266021442750828E+02  0.200000000000000E+01
  0.270277320840313E+02  0.200000000000000E+01
  0.274536532466697E+02  0.200000000000000E+01
  0.278798672777680E+02  0.200000000000000E+01
  0.283063367783248E+02  0.200000000000000E+01
  0.287330273630918E+02  0.200000000000000E+01
  0.291599075827916E+02  0.200000000000000E+01
  0.295869488411360E+02  0.200000000000000E+01
  0.300141253067011E+02  0.200000000000000E+01
  0.304414138196612E+02  0.200000000000000E+01
  0.308687937933142E+02  0.200000000000000E+01
  0.312962471102484E+02  0.200000000000000E+01
  0.317237580129014E+02  0.200000000000000E+01
  0.321513129881320E+02  0.200000000000000E+01
  0.325789006452598E+02  0.200000000000000E+01
  0.330065115867967E+02  0.200000000000000E+01
  0.334341382707753E+02  0.200000000000000E+01
  0.338617748630940E+02  0.200000000000000E+01
  0.342894170775335E+02  0.200000000000000E+01
  0.347170619997561E+02  0.200000000000000E+01
  0.351447078889612E+02  0.200000000000000E+01
  0.355723539444806E+02  0.200000000000000E+01
  0.360000000000000E+02  0.200000000000000E+01
