 -0.30096E+00  0.26277E+00 -0.63585E-03  0.93130E-05 -0.11399E+01  0.82546E+02 -0.50285E+00
 -0.27206E+00  0.27922E+00 -0.62769E-03  0.95192E-05 -0.12617E+01  0.80917E+02 -0.56780E+00
 -0.24561E+00  0.29568E+00 -0.61354E-03  0.97035E-05 -0.13850E+01  0.79211E+02 -0.63671E+00
 -0.22144E+00  0.31203E+00 -0.59105E-03  0.98682E-05 -0.15080E+01  0.77443E+02 -0.70907E+00
 -0.19935E+00  0.32812E+00 -0.55915E-03  0.10015E-04 -0.16286E+01  0.75635E+02 -0.78407E+00
 -0.17918E+00  0.34379E+00 -0.51822E-03  0.10147E-04 -0.17448E+01  0.73813E+02 -0.86075E+00
 -0.16077E+00  0.35889E+00 -0.46938E-03  0.10264E-04 -0.18549E+01  0.72003E+02 -0.93807E+00
 -0.14398E+00  0.37333E+00 -0.41399E-03  0.10369E-04 -0.19576E+01  0.70227E+02 -0.10151E+01
 -0.12868E+00  0.38702E+00 -0.35353E-03  0.10463E-04 -0.20522E+01  0.68504E+02 -0.10909E+01
 -0.11474E+00  0.39990E+00 -0.28942E-03  0.10547E-04 -0.21382E+01  0.66851E+02 -0.11647E+01
 -0.10205E+00  0.41196E+00 -0.22288E-03  0.10621E-04 -0.22157E+01  0.65279E+02 -0.12360E+01
 -0.90500E-01  0.42321E+00 -0.15439E-03  0.10688E-04 -0.22850E+01  0.63789E+02 -0.13044E+01
 -0.80000E-01  0.43384E+00 -0.85874E-04  0.10746E-04 -0.23476E+01  0.62363E+02 -0.13707E+01
 -0.70000E-01  0.44431E+00 -0.13579E-04  0.10801E-04 -0.24063E+01  0.60946E+02 -0.14377E+01
 -0.59500E-01  0.45532E+00  0.71479E-04  0.10858E-04 -0.24647E+01  0.59441E+02 -0.15099E+01
 -0.47960E-01  0.46742E+00  0.17278E-03  0.10921E-04 -0.25244E+01  0.57773E+02 -0.15911E+01
 -0.35299E-01  0.48077E+00  0.28973E-03  0.10990E-04 -0.25848E+01  0.55913E+02 -0.16834E+01
 -0.21432E-01  0.49527E+00  0.41952E-03  0.11066E-04 -0.26432E+01  0.53879E+02 -0.17864E+01
 -0.62669E-02  0.51061E+00  0.55677E-03  0.11151E-04 -0.26963E+01  0.51708E+02 -0.18988E+01
  0.10288E-01  0.52676E+00  0.71058E-03  0.11243E-04 -0.27421E+01  0.49411E+02 -0.20208E+01
  0.28333E-01  0.54432E+00  0.92724E-03  0.11341E-04 -0.27800E+01  0.46914E+02 -0.21578E+01
  0.47969E-01  0.56413E+00  0.12533E-02  0.11442E-04 -0.28069E+01  0.44100E+02 -0.23177E+01
  0.69302E-01  0.58624E+00  0.16570E-02  0.11545E-04 -0.28155E+01  0.40961E+02 -0.25030E+01
  0.92443E-01  0.60981E+00  0.20612E-02  0.11653E-04 -0.27994E+01  0.37640E+02 -0.27083E+01
  0.11751E+00  0.63376E+00  0.24330E-02  0.11771E-04 -0.27566E+01  0.34316E+02 -0.29251E+01
  0.14461E+00  0.65730E+00  0.27731E-02  0.11901E-04 -0.26886E+01  0.31115E+02 -0.31465E+01
  0.17387E+00  0.67989E+00  0.30554E-02  0.12041E-04 -0.25995E+01  0.28118E+02 -0.33665E+01
  0.20542E+00  0.70102E+00  0.32235E-02  0.12196E-04 -0.24959E+01  0.25394E+02 -0.35790E+01
  0.23938E+00  0.72009E+00  0.32170E-02  0.12365E-04 -0.23863E+01  0.23010E+02 -0.37764E+01
  0.27589E+00  0.73663E+00  0.30434E-02  0.12546E-04 -0.22799E+01  0.21008E+02 -0.39519E+01
  0.31508E+00  0.75069E+00  0.28328E-02  0.12743E-04 -0.21819E+01  0.19359E+02 -0.41042E+01
  0.35707E+00  0.76298E+00  0.27507E-02  0.12971E-04 -0.20912E+01  0.17961E+02 -0.42397E+01
  0.40202E+00  0.77443E+00  0.28481E-02  0.13240E-04 -0.20026E+01  0.16695E+02 -0.43679E+01
  0.45006E+00  0.78564E+00  0.30402E-02  0.13545E-04 -0.19124E+01  0.15492E+02 -0.44952E+01
  0.50133E+00  0.79672E+00  0.32258E-02  0.13877E-04 -0.18202E+01  0.14337E+02 -0.46229E+01
  0.55597E+00  0.80755E+00  0.33608E-02  0.14230E-04 -0.17277E+01  0.13246E+02 -0.47494E+01
  0.61413E+00  0.81797E+00  0.34545E-02  0.14608E-04 -0.16370E+01  0.12233E+02 -0.48728E+01
  0.67595E+00  0.82790E+00  0.35239E-02  0.15020E-04 -0.15491E+01  0.11300E+02 -0.49919E+01
  0.74158E+00  0.83732E+00  0.35683E-02  0.15470E-04 -0.14648E+01  0.10446E+02 -0.51061E+01
  0.81114E+00  0.84619E+00  0.35776E-02  0.15969E-04 -0.13850E+01  0.96711E+01 -0.52149E+01
  0.88480E+00  0.85447E+00  0.35461E-02  0.16529E-04 -0.13102E+01  0.89724E+01 -0.53174E+01
  0.96268E+00  0.86214E+00  0.34806E-02  0.17169E-04 -0.12410E+01  0.83477E+01 -0.54132E+01
  0.10449E+01  0.86920E+00  0.34050E-02  0.17911E-04 -0.11772E+01  0.77908E+01 -0.55024E+01
  0.11317E+01  0.87575E+00  0.33522E-02  0.18775E-04 -0.11185E+01  0.72918E+01 -0.55855E+01
  0.12231E+01  0.88188E+00  0.33437E-02  0.19779E-04 -0.10637E+01  0.68387E+01 -0.56641E+01
  0.13192E+01  0.88772E+00  0.33790E-02  0.20932E-04 -0.10120E+01  0.64211E+01 -0.57393E+01
  0.14203E+01  0.89333E+00  0.34436E-02  0.22235E-04 -0.96269E+00  0.60314E+01 -0.58121E+01
  0.15263E+01  0.89877E+00  0.35204E-02  0.23691E-04 -0.91537E+00  0.56658E+01 -0.58830E+01
  0.16375E+01  0.90404E+00  0.35955E-02  0.25315E-04 -0.86998E+00  0.53223E+01 -0.59523E+01
  0.17540E+01  0.90914E+00  0.36593E-02  0.27139E-04 -0.82659E+00  0.50003E+01 -0.60196E+01
  0.18758E+01  0.91406E+00  0.37083E-02  0.29213E-04 -0.78531E+00  0.46995E+01 -0.60849E+01
  0.20031E+01  0.91878E+00  0.37446E-02  0.31597E-04 -0.74619E+00  0.44196E+01 -0.61480E+01
  0.21360E+01  0.92331E+00  0.37734E-02  0.34352E-04 -0.70924E+00  0.41596E+01 -0.62087E+01
  0.22745E+01  0.92765E+00  0.37985E-02  0.37547E-04 -0.67437E+00  0.39183E+01 -0.62672E+01
  0.24188E+01  0.93180E+00  0.38208E-02  0.41245E-04 -0.64151E+00  0.36942E+01 -0.63235E+01
  0.25689E+01  0.93578E+00  0.38393E-02  0.45539E-04 -0.61056E+00  0.34861E+01 -0.63775E+01
  0.27249E+01  0.93959E+00  0.38527E-02  0.50545E-04 -0.58142E+00  0.32929E+01 -0.64295E+01
  0.28869E+01  0.94323E+00  0.38605E-02  0.56434E-04 -0.55402E+00  0.31136E+01 -0.64795E+01
  0.30549E+01  0.94671E+00  0.38626E-02  0.63363E-04 -0.52828E+00  0.29471E+01 -0.65273E+01
  0.32290E+01  0.95003E+00  0.38594E-02  0.71548E-04 -0.50412E+00  0.27927E+01 -0.65733E+01
  0.34093E+01  0.95320E+00  0.38517E-02  0.81397E-04 -0.48145E+00  0.26494E+01 -0.66172E+01
  0.35957E+01  0.95623E+00  0.38407E-02  0.93589E-04 -0.46018E+00  0.25163E+01 -0.66594E+01
  0.37882E+01  0.95913E+00  0.38285E-02  0.10880E-03 -0.44021E+00  0.23926E+01 -0.66997E+01
  0.39871E+01  0.96190E+00  0.38172E-02  0.12628E-03 -0.42145E+00  0.22775E+01 -0.67385E+01
  0.41921E+01  0.96455E+00  0.38090E-02  0.14574E-03 -0.40379E+00  0.21701E+01 -0.67756E+01
  0.44034E+01  0.96709E+00  0.38054E-02  0.16737E-03 -0.38714E+00  0.20697E+01 -0.68114E+01
  0.46209E+01  0.96954E+00  0.38067E-02  0.20159E-03 -0.37138E+00  0.19754E+01 -0.68460E+01
  0.48446E+01  0.97191E+00  0.38121E-02  0.25368E-03 -0.35641E+00  0.18865E+01 -0.68795E+01
  0.50746E+01  0.97421E+00  0.38190E-02  0.33209E-03 -0.34212E+00  0.18023E+01 -0.69121E+01
  0.53107E+01  0.97645E+00  0.38282E-02  0.39662E-03 -0.32845E+00  0.17224E+01 -0.69440E+01
  0.55530E+01  0.97863E+00  0.38370E-02  0.40739E-03 -0.31538E+00  0.16465E+01 -0.69749E+01
  0.58014E+01  0.98073E+00  0.38411E-02  0.30871E-03 -0.30311E+00  0.15757E+01 -0.70049E+01
  0.60559E+01  0.98273E+00  0.38366E-02  0.14190E-03 -0.29156E+00  0.15095E+01 -0.70336E+01
  0.63164E+01  0.98452E+00  0.38176E-02 -0.53591E-03 -0.28142E+00  0.14517E+01 -0.70592E+01
  0.65828E+01  0.98594E+00  0.37822E-02 -0.19803E-02 -0.27327E+00  0.14055E+01 -0.70796E+01
  0.68551E+01  0.98699E+00  0.37332E-02 -0.30421E-02 -0.26726E+00  0.13717E+01 -0.70947E+01
  0.71333E+01  0.98791E+00  0.36799E-02 -0.29542E-02 -0.26230E+00  0.13438E+01 -0.71079E+01
  0.74171E+01  0.98896E+00  0.36265E-02 -0.16337E-02 -0.25671E+00  0.13123E+01 -0.71231E+01
  0.77067E+01  0.99030E+00  0.35785E-02 -0.23039E-03 -0.24970E+00  0.12731E+01 -0.71422E+01
  0.80018E+01  0.99186E+00  0.35372E-02  0.60743E-03 -0.24142E+00  0.12270E+01 -0.71648E+01
  0.83023E+01  0.99352E+00  0.35037E-02  0.90860E-03 -0.23278E+00  0.11791E+01 -0.71888E+01
  0.86082E+01  0.99512E+00  0.34738E-02  0.65171E-03 -0.22456E+00  0.11338E+01 -0.72121E+01
  0.89194E+01  0.99657E+00  0.34302E-02  0.94402E-04 -0.21723E+00  0.10936E+01 -0.72331E+01
  0.92357E+01  0.99783E+00  0.33369E-02 -0.41550E-03 -0.21100E+00  0.10596E+01 -0.72513E+01
  0.95571E+01  0.99891E+00  0.31414E-02 -0.68396E-03 -0.20573E+00  0.10309E+01 -0.72670E+01
  0.98834E+01  0.99984E+00  0.27959E-02 -0.65795E-03 -0.20127E+00  0.10067E+01 -0.72805E+01
  0.10214E+02  0.10006E+01  0.22936E-02 -0.44466E-03 -0.19754E+00  0.98647E+00 -0.72919E+01
  0.10550E+02  0.10012E+01  0.16933E-02 -0.23364E-03 -0.19459E+00  0.97053E+00 -0.73009E+01
  0.10891E+02  0.10017E+01  0.11076E-02 -0.13369E-03 -0.19250E+00  0.95929E+00 -0.73073E+01
  0.11235E+02  0.10019E+01  0.64718E-03 -0.12367E-03 -0.19121E+00  0.95233E+00 -0.73112E+01
  0.11584E+02  0.10021E+01  0.35896E-03 -0.16263E-03 -0.19056E+00  0.94886E+00 -0.73131E+01
  0.11938E+02  0.10021E+01  0.20730E-03 -0.17542E-03 -0.19031E+00  0.94749E+00 -0.73139E+01
  0.12295E+02  0.10021E+01  0.12119E-03 -0.15287E-03 -0.19025E+00  0.94720E+00 -0.73141E+01
  0.12656E+02  0.10021E+01  0.53193E-04 -0.12630E-03 -0.19030E+00  0.94746E+00 -0.73139E+01
  0.13021E+02  0.10021E+01 -0.78339E-05 -0.11955E-03 -0.19044E+00  0.94823E+00 -0.73134E+01
  0.13390E+02  0.10020E+01 -0.43825E-04 -0.12192E-03 -0.19066E+00  0.94943E+00 -0.73126E+01
  0.13762E+02  0.10020E+01 -0.43430E-04 -0.11503E-03 -0.19090E+00  0.95070E+00 -0.73119E+01
  0.14138E+02  0.10019E+01  0.17126E-04 -0.93277E-04 -0.19109E+00  0.95178E+00 -0.73110E+01
  0.14516E+02  0.10019E+01  0.96763E-04 -0.12451E-03 -0.19114E+00  0.95198E+00 -0.73111E+01
  0.14898E+02  0.10019E+01  0.18575E-03 -0.26040E-03 -0.19120E+00  0.95233E+00 -0.73109E+01
  0.15283E+02  0.10019E+01  0.27775E-03 -0.50426E-03 -0.19141E+00  0.95345E+00 -0.73102E+01
  0.15671E+02  0.10018E+01  0.36789E-03 -0.77608E-03 -0.19188E+00  0.95599E+00 -0.73088E+01
  0.16061E+02  0.10016E+01  0.44491E-03 -0.94444E-03 -0.19257E+00  0.95967E+00 -0.73067E+01
  0.16454E+02  0.10015E+01  0.48691E-03 -0.93897E-03 -0.19328E+00  0.96352E+00 -0.73046E+01
  0.16850E+02  0.10014E+01  0.48064E-03 -0.80030E-03 -0.19386E+00  0.96665E+00 -0.73029E+01
  0.17248E+02  0.10013E+01  0.43055E-03 -0.61938E-03 -0.19425E+00  0.96874E+00 -0.73018E+01
  0.17648E+02  0.10013E+01  0.35656E-03 -0.46492E-03 -0.19449E+00  0.96999E+00 -0.73012E+01
  0.18050E+02  0.10012E+01  0.28588E-03 -0.34842E-03 -0.19462E+00  0.97073E+00 -0.73008E+01
  0.18455E+02  0.10012E+01  0.23961E-03 -0.24615E-03 -0.19468E+00  0.97101E+00 -0.73007E+01
  0.18861E+02  0.10012E+01  0.22331E-03 -0.14201E-03 -0.19461E+00  0.97065E+00 -0.73009E+01
  0.19269E+02  0.10013E+01  0.22727E-03 -0.44900E-04 -0.19439E+00  0.96944E+00 -0.73015E+01
  0.19679E+02  0.10014E+01  0.23598E-03 -0.17202E-05 -0.19404E+00  0.96755E+00 -0.73026E+01
  0.20090E+02  0.10014E+01  0.24063E-03 -0.30385E-05 -0.19364E+00  0.96543E+00 -0.73037E+01
  0.20503E+02  0.10015E+01  0.24201E-03 -0.39072E-04 -0.19327E+00  0.96345E+00 -0.73048E+01
  0.20917E+02  0.10016E+01  0.24898E-03 -0.95099E-04 -0.19296E+00  0.96181E+00 -0.73056E+01
  0.21332E+02  0.10016E+01  0.27019E-03 -0.17688E-03 -0.19275E+00  0.96068E+00 -0.73062E+01
  0.21749E+02  0.10016E+01  0.31568E-03 -0.30167E-03 -0.19266E+00  0.96019E+00 -0.73064E+01
  0.22167E+02  0.10016E+01  0.36315E-03 -0.38935E-03 -0.19270E+00  0.96039E+00 -0.73062E+01
  0.22585E+02  0.10016E+01  0.40587E-03 -0.35105E-03 -0.19266E+00  0.96022E+00 -0.73063E+01
  0.23005E+02  0.10017E+01  0.41361E-03 -0.12867E-03 -0.19238E+00  0.95870E+00 -0.73072E+01
  0.23426E+02  0.10018E+01  0.38602E-03  0.75680E-04 -0.19173E+00  0.95517E+00 -0.73093E+01
  0.23847E+02  0.10020E+01  0.33203E-03  0.10342E-03 -0.19100E+00  0.95122E+00 -0.73116E+01
  0.24270E+02  0.10021E+01  0.25538E-03 -0.64273E-04 -0.19051E+00  0.94860E+00 -0.73133E+01
  0.24692E+02  0.10020E+01  0.16536E-03 -0.79771E-03 -0.19086E+00  0.95050E+00 -0.73120E+01
  0.25116E+02  0.10017E+01  0.73492E-04 -0.12823E-02 -0.19238E+00  0.95868E+00 -0.73072E+01
  0.25540E+02  0.10013E+01 -0.78496E-05 -0.11165E-02 -0.19430E+00  0.96899E+00 -0.73016E+01
  0.25965E+02  0.10010E+01 -0.67089E-04 -0.60060E-03 -0.19577E+00  0.97693E+00 -0.72972E+01
  0.26390E+02  0.10008E+01 -0.10388E-03 -0.23555E-03 -0.19667E+00  0.98174E+00 -0.72946E+01
  0.26815E+02  0.10007E+01 -0.14573E-03 -0.13420E-03 -0.19720E+00  0.98461E+00 -0.72930E+01
  0.27241E+02  0.10006E+01 -0.24798E-03 -0.25651E-03 -0.19791E+00  0.98847E+00 -0.72908E+01
  0.27667E+02  0.10003E+01 -0.44562E-03 -0.39007E-03 -0.19910E+00  0.99490E+00 -0.72872E+01
  0.28093E+02  0.99993E+00 -0.72311E-03 -0.44011E-03 -0.20085E+00  0.10044E+01 -0.72818E+01
  0.28520E+02  0.99944E+00 -0.10247E-02 -0.42091E-03 -0.20316E+00  0.10169E+01 -0.72747E+01
  0.28946E+02  0.99886E+00 -0.12668E-02 -0.37187E-03 -0.20594E+00  0.10320E+01 -0.72663E+01
  0.29373E+02  0.99823E+00 -0.13634E-02 -0.31336E-03 -0.20896E+00  0.10485E+01 -0.72571E+01
  0.29801E+02  0.99762E+00 -0.12675E-02 -0.26089E-03 -0.21193E+00  0.10647E+01 -0.72482E+01
  0.30228E+02  0.99710E+00 -0.99956E-03 -0.22890E-03 -0.21452E+00  0.10789E+01 -0.72406E+01
  0.30655E+02  0.99669E+00 -0.64041E-03 -0.22595E-03 -0.21652E+00  0.10898E+01 -0.72347E+01
  0.31083E+02  0.99642E+00 -0.28365E-03 -0.25525E-03 -0.21788E+00  0.10972E+01 -0.72308E+01
  0.31510E+02  0.99626E+00  0.15524E-04 -0.31482E-03 -0.21870E+00  0.11017E+01 -0.72284E+01
  0.31938E+02  0.99617E+00  0.25248E-03 -0.39337E-03 -0.21914E+00  0.11041E+01 -0.72271E+01
  0.32365E+02  0.99614E+00  0.44424E-03 -0.47074E-03 -0.21931E+00  0.11051E+01 -0.72267E+01
  0.32793E+02  0.99615E+00  0.59835E-03 -0.52310E-03 -0.21927E+00  0.11048E+01 -0.72269E+01
  0.33220E+02  0.99621E+00  0.70553E-03 -0.53097E-03 -0.21903E+00  0.11035E+01 -0.72276E+01
  0.33648E+02  0.99630E+00  0.75192E-03 -0.48172E-03 -0.21861E+00  0.11012E+01 -0.72290E+01
  0.34076E+02  0.99642E+00  0.72999E-03 -0.38225E-03 -0.21802E+00  0.10980E+01 -0.72307E+01
  0.34503E+02  0.99657E+00  0.65061E-03 -0.26167E-03 -0.21734E+00  0.10942E+01 -0.72330E+01
  0.34931E+02  0.99671E+00  0.52195E-03 -0.15554E-03 -0.21661E+00  0.10902E+01 -0.72349E+01
  0.35359E+02  0.99686E+00  0.39406E-03 -0.11636E-03 -0.21603E+00  0.10870E+01 -0.72372E+01
  0.35786E+02  0.99694E+00  0.20849E-03 -0.10246E-03 -0.21556E+00  0.10844E+01 -0.72383E+01
