-7.94E+00	1.912522749	0									
-7.85E+00	1.912522749	0									
-7.742318598	1.912522749	0									
-7.633013033	1.912522749	0									
-7.498707195	1.912522749	0									
-7.334712115	1.912522749	0									
-7.147126184	1.912522749	0									
-6.940851544	1.912522749	0									
-6.710218435	1.912522749	0									
-6.48152685	1.912522749	0									
-6.183499039	1.912522749	0									
-5.841107514	1.912522749	0									
-5.500911963	1.912522749	0									
-5.170216615	1.912522749	0									
-4.838142028	1.822381846	0									
-4.436499418	1.685185475	0									
-4.01168216	1.51211531	0									
-3.622241726	1.335790867	0									
-3.296823767	1.180387241	0									
-2.893976483	0.983770247	0									
-2.452554566	0.770663577	0									
-2.050518328	0.586463232	0									
-1.618694663	0.407275322	0									
-1.094471484	0.226589987	0									
-0.618087914	0.115308858	0									
-0.51296867	0.09879824	0									
-0.39527717	0.08271232	0									
-0.32834123	0.07529976	0									
-0.30627054	0.07313898	0									
-0.26343408	0.06935312	0									
-0.22193576	0.06620535	0									
-0.18092554	0.06360477	0									
-0.13772509	0.06142249	0									
-0.1002903	0.06000029	0									
-0.05896154	0.0589422	0									
-0.02352688	0.05847031	0									
0		0.05838		0									
0.02348891	0.05927538	0									
0.05561655	0.06365639	0									
0.09290111	0.07021701	0									
0.12985809	0.07677461	0									
0.16528236	0.0830582	0									
0.201103146	0.090368131	0									
0.20544378	0.09016726	0									
0.27939487	0.1032433	0									
0.35877505	0.11732704	0									
0.43178377	0.13028256	0									
0.51589586	0.14524597	0									
0.740195542	0.185099378	0									
1.292895565	0.282866926	0									
1.782005871	0.369707902	0									
2.375110161	0.47480826	0									
3.030980646	0.591233491	0									
3.728621631	0.714796595	0									
4.344438477	0.824031094	0									
4.900479888	0.921807319	0									
5.517485973	1.020761235	0									
6.162581875	1.118522306	0									
6.818421592	1.20772153	0									
7.381015469	1.280266784	0									
7.889113825	1.340797381	0									
8.426180567	1.399689012	0									
9.012117982	1.461018363	0									
9.551009952	1.51466061	0									
10.06712824	1.562115825	0									
10.65464666	1.611940221	0									
11.31725045	1.662308006	0									
12.057745	1.715345747	0									
12.8488163	1.763143698	0									
13.84985305	1.820049515	0									
15.05742428	1.875910231	0									
16.04856102	1.91134935	0									
16.84016229	1.937252468	0									
17.67763328	1.958715882	0									
18.60884204	1.976618478	0									
19.33120159	1.987152678	0									
20.09894263	1.994074333	0									
21.0536161	1.999751249	0									
22.04102829	1.999975452	0									
23.29388591	1.999996911	0									
24.76862982	1.999999866	0																		
26		2		0									
27		2		0									
2.80E+01	2		0									
29		2		0									
30		2		0									
31		2		0									
32		2		0									
33		2		0									
34		2		0									
35		2		0									
36		2		0									
